"No.","Time","Source","Destination","Protocol","Length","Info"
"1130","2022-09-28 13:07:50.175704","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1131","2022-09-28 13:07:50.175705","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1132","2022-09-28 13:07:50.175706","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1133","2022-09-28 13:07:50.175707","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1134","2022-09-28 13:07:50.175708","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1135","2022-09-28 13:07:50.175709","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1136","2022-09-28 13:07:50.175710","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","583","Application Data"
"1137","2022-09-28 13:07:50.175712","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1138","2022-09-28 13:07:50.175713","csweb1.cs.uchicago.edu","10.152.5.30","TCP","56","443 > 56064 [ACK] Seq=1246265 Ack=8559 Win=64128 Len=0"
"1139","2022-09-28 13:07:50.175823","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1246265 Win=4194240 Len=0"
"1140","2022-09-28 13:07:50.180612","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1141","2022-09-28 13:07:50.180614","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1142","2022-09-28 13:07:50.180615","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1143","2022-09-28 13:07:50.180616","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1144","2022-09-28 13:07:50.180618","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1145","2022-09-28 13:07:50.180619","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1146","2022-09-28 13:07:50.180620","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1147","2022-09-28 13:07:50.180621","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1148","2022-09-28 13:07:50.180622","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1149","2022-09-28 13:07:50.180623","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1150","2022-09-28 13:07:50.180625","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1151","2022-09-28 13:07:50.180701","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1249037 Win=4191424 Len=0"
"1152","2022-09-28 13:07:50.180749","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1261511 Win=4194240 Len=0"
"1153","2022-09-28 13:07:50.184972","10.152.5.30","csweb1.cs.uchicago.edu","TCP","656","[TCP Retransmission] 56064 > 443 [PSH, ACK] Seq=9840 Ack=1261511 Win=4194240 Len=602"
"1154","2022-09-28 13:07:50.185206","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1155","2022-09-28 13:07:50.185211","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1156","2022-09-28 13:07:50.185212","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1157","2022-09-28 13:07:50.185215","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1158","2022-09-28 13:07:50.185217","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1159","2022-09-28 13:07:50.185218","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1160","2022-09-28 13:07:50.185219","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1161","2022-09-28 13:07:50.185221","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1162","2022-09-28 13:07:50.185222","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1163","2022-09-28 13:07:50.185223","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1164","2022-09-28 13:07:50.185288","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1275371 Win=4194240 Len=0"
"1165","2022-09-28 13:07:50.185310","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1166","2022-09-28 13:07:50.186503","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"1167","2022-09-28 13:07:50.186508","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1168","2022-09-28 13:07:50.186509","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1169","2022-09-28 13:07:50.186511","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1170","2022-09-28 13:07:50.186512","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1171","2022-09-28 13:07:50.186513","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1172","2022-09-28 13:07:50.186515","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1173","2022-09-28 13:07:50.186605","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1286459 Win=4194240 Len=0"
"1174","2022-09-28 13:07:50.188030","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1175","2022-09-28 13:07:50.188036","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1176","2022-09-28 13:07:50.188037","csweb1.cs.uchicago.edu","10.152.5.30","TCP","56","443 > 56064 [ACK] Seq=1289231 Ack=10184 Win=64128 Len=0"
"1177","2022-09-28 13:07:50.188038","csweb1.cs.uchicago.edu","10.152.5.30","TCP","56","443 > 56064 [ACK] Seq=1289231 Ack=10399 Win=64128 Len=0"
"1178","2022-09-28 13:07:50.188039","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1179","2022-09-28 13:07:50.188040","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1180","2022-09-28 13:07:50.188042","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1181","2022-09-28 13:07:50.188043","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1182","2022-09-28 13:07:50.188044","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1183","2022-09-28 13:07:50.188045","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1184","2022-09-28 13:07:50.188046","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1185","2022-09-28 13:07:50.188048","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1186","2022-09-28 13:07:50.188049","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1187","2022-09-28 13:07:50.188050","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1188","2022-09-28 13:07:50.188051","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1189","2022-09-28 13:07:50.188052","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1190","2022-09-28 13:07:50.188053","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1191","2022-09-28 13:07:50.188055","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1192","2022-09-28 13:07:50.188056","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1193","2022-09-28 13:07:50.188057","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1194","2022-09-28 13:07:50.188058","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1195","2022-09-28 13:07:50.188060","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1196","2022-09-28 13:07:50.188061","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1197","2022-09-28 13:07:50.188062","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1198","2022-09-28 13:07:50.188063","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1199","2022-09-28 13:07:50.188065","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1200","2022-09-28 13:07:50.188066","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1201","2022-09-28 13:07:50.188067","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1202","2022-09-28 13:07:50.188068","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1203","2022-09-28 13:07:50.188070","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1204","2022-09-28 13:07:50.188071","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1205","2022-09-28 13:07:50.188072","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1206","2022-09-28 13:07:50.188073","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1207","2022-09-28 13:07:50.188295","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1329425 Win=4194240 Len=0"
"1208","2022-09-28 13:07:50.188359","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1209","2022-09-28 13:07:50.188362","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1210","2022-09-28 13:07:50.188363","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1211","2022-09-28 13:07:50.188364","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1212","2022-09-28 13:07:50.188366","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1213","2022-09-28 13:07:50.188622","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1336355 Win=4194240 Len=0"
"1214","2022-09-28 13:07:50.189304","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1215","2022-09-28 13:07:50.189309","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1216","2022-09-28 13:07:50.189310","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1217","2022-09-28 13:07:50.189387","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1340513 Win=4194240 Len=0"
"1218","2022-09-28 13:07:50.189432","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1219","2022-09-28 13:07:50.189435","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1220","2022-09-28 13:07:50.189436","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1221","2022-09-28 13:07:50.189437","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1222","2022-09-28 13:07:50.189439","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1223","2022-09-28 13:07:50.189470","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1347443 Win=4194240 Len=0"
"1224","2022-09-28 13:07:50.190764","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1225","2022-09-28 13:07:50.190768","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1226","2022-09-28 13:07:50.190773","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1227","2022-09-28 13:07:50.190774","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1228","2022-09-28 13:07:50.190775","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1229","2022-09-28 13:07:50.190777","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1230","2022-09-28 13:07:50.190778","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1231","2022-09-28 13:07:50.190779","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1232","2022-09-28 13:07:50.190780","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1233","2022-09-28 13:07:50.190782","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1234","2022-09-28 13:07:50.190783","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1235","2022-09-28 13:07:50.190784","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1236","2022-09-28 13:07:50.190785","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1237","2022-09-28 13:07:50.190786","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1238","2022-09-28 13:07:50.190901","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1366847 Win=4194240 Len=0"
"1239","2022-09-28 13:07:50.192064","csweb1.cs.uchicago.edu","10.152.5.30","TCP","66","[TCP Dup ACK 1178#1] 443 > 56064 [ACK] Seq=1366847 Ack=10442 Win=64128 Len=0 SLE=9840 SRE=10442"
"1240","2022-09-28 13:07:50.192065","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"1241","2022-09-28 13:07:50.192066","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1242","2022-09-28 13:07:50.192068","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1243","2022-09-28 13:07:50.192069","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1244","2022-09-28 13:07:50.192070","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1245","2022-09-28 13:07:50.192071","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1246","2022-09-28 13:07:50.192073","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1247","2022-09-28 13:07:50.192074","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1248","2022-09-28 13:07:50.192075","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1249","2022-09-28 13:07:50.192076","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1250","2022-09-28 13:07:50.192077","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1251","2022-09-28 13:07:50.192078","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1252","2022-09-28 13:07:50.192079","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1253","2022-09-28 13:07:50.192080","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1254","2022-09-28 13:07:50.192081","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1255","2022-09-28 13:07:50.192083","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1256","2022-09-28 13:07:50.192084","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1257","2022-09-28 13:07:50.192229","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1390409 Win=4194240 Len=0"
"1258","2022-09-28 13:07:50.194538","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1259","2022-09-28 13:07:50.194542","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1260","2022-09-28 13:07:50.194544","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1261","2022-09-28 13:07:50.194545","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1262","2022-09-28 13:07:50.194547","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1263","2022-09-28 13:07:50.194548","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1264","2022-09-28 13:07:50.194549","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1265","2022-09-28 13:07:50.194550","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"1266","2022-09-28 13:07:50.194551","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1267","2022-09-28 13:07:50.194553","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1268","2022-09-28 13:07:50.194554","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1269","2022-09-28 13:07:50.194555","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1270","2022-09-28 13:07:50.194556","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1271","2022-09-28 13:07:50.194557","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1272","2022-09-28 13:07:50.194558","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1273","2022-09-28 13:07:50.194560","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1274","2022-09-28 13:07:50.194561","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1275","2022-09-28 13:07:50.194562","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1276","2022-09-28 13:07:50.194563","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1277","2022-09-28 13:07:50.194564","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1278","2022-09-28 13:07:50.194566","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1279","2022-09-28 13:07:50.194567","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1280","2022-09-28 13:07:50.194568","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1281","2022-09-28 13:07:50.194624","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1422287 Win=4194240 Len=0"
"1282","2022-09-28 13:07:50.195644","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1283","2022-09-28 13:07:50.195648","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1284","2022-09-28 13:07:50.195649","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1285","2022-09-28 13:07:50.195651","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1286","2022-09-28 13:07:50.195652","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1287","2022-09-28 13:07:50.195653","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1288","2022-09-28 13:07:50.195654","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1289","2022-09-28 13:07:50.195656","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1290","2022-09-28 13:07:50.195657","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"1291","2022-09-28 13:07:50.195658","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1292","2022-09-28 13:07:50.195659","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1293","2022-09-28 13:07:50.195660","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1294","2022-09-28 13:07:50.195662","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1295","2022-09-28 13:07:50.195721","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1440305 Win=4194240 Len=0"
"1296","2022-09-28 13:07:50.197652","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1297","2022-09-28 13:07:50.197712","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1441691 Win=4194240 Len=0"
"1298","2022-09-28 13:07:50.197803","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1299","2022-09-28 13:07:50.197806","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1300","2022-09-28 13:07:50.197807","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1301","2022-09-28 13:07:50.197809","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1302","2022-09-28 13:07:50.197810","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1303","2022-09-28 13:07:50.197811","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1304","2022-09-28 13:07:50.197812","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1305","2022-09-28 13:07:50.197813","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1306","2022-09-28 13:07:50.197814","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1307","2022-09-28 13:07:50.197816","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1308","2022-09-28 13:07:50.197817","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1309","2022-09-28 13:07:50.197818","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1310","2022-09-28 13:07:50.197819","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1311","2022-09-28 13:07:50.197821","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1312","2022-09-28 13:07:50.197822","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1313","2022-09-28 13:07:50.197823","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1314","2022-09-28 13:07:50.197824","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1315","2022-09-28 13:07:50.197825","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"1316","2022-09-28 13:07:50.197827","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1317","2022-09-28 13:07:50.197828","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1318","2022-09-28 13:07:50.197829","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1319","2022-09-28 13:07:50.197841","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1320","2022-09-28 13:07:50.197843","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1321","2022-09-28 13:07:50.197844","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"1322","2022-09-28 13:07:50.197886","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=10442 Ack=1474955 Win=4194240 Len=0"
"1323","2022-09-28 13:07:50.199023","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
