"No.","Time","Source","Destination","Protocol","Length","Info"
"374","2022-09-28 13:07:50.049272","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"375","2022-09-28 13:07:50.049273","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"376","2022-09-28 13:07:50.049275","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"377","2022-09-28 13:07:50.049276","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"378","2022-09-28 13:07:50.049277","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"379","2022-09-28 13:07:50.049278","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"380","2022-09-28 13:07:50.049368","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=363751 Win=262144 Len=0"
"381","2022-09-28 13:07:50.050379","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"382","2022-09-28 13:07:50.050381","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"383","2022-09-28 13:07:50.050382","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"384","2022-09-28 13:07:50.050383","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"385","2022-09-28 13:07:50.050385","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"386","2022-09-28 13:07:50.050386","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"387","2022-09-28 13:07:50.050463","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=371848 Win=262144 Len=0"
"388","2022-09-28 13:07:50.051802","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"389","2022-09-28 13:07:50.051805","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"390","2022-09-28 13:07:50.051807","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"391","2022-09-28 13:07:50.051808","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"392","2022-09-28 13:07:50.051809","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"393","2022-09-28 13:07:50.051811","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"394","2022-09-28 13:07:50.051812","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"395","2022-09-28 13:07:50.051813","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","252","Application Data"
"396","2022-09-28 13:07:50.051814","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"397","2022-09-28 13:07:50.051816","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"398","2022-09-28 13:07:50.051817","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"399","2022-09-28 13:07:50.051818","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"400","2022-09-28 13:07:50.051819","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"401","2022-09-28 13:07:50.051820","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"402","2022-09-28 13:07:50.051822","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"403","2022-09-28 13:07:50.051823","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"404","2022-09-28 13:07:50.051824","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"405","2022-09-28 13:07:50.051826","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"406","2022-09-28 13:07:50.051827","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"407","2022-09-28 13:07:50.051828","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1221","Application Data"
"408","2022-09-28 13:07:50.051829","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"409","2022-09-28 13:07:50.051831","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"410","2022-09-28 13:07:50.052567","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=400714 Win=262144 Len=0"
"411","2022-09-28 13:07:50.053540","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"412","2022-09-28 13:07:50.054384","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"413","2022-09-28 13:07:50.054933","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=403486 Win=262144 Len=0"
"414","2022-09-28 13:07:50.054999","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"415","2022-09-28 13:07:50.056195","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"416","2022-09-28 13:07:50.056200","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"417","2022-09-28 13:07:50.056201","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"418","2022-09-28 13:07:50.056203","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"419","2022-09-28 13:07:50.056204","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"420","2022-09-28 13:07:50.056205","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"421","2022-09-28 13:07:50.056206","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"422","2022-09-28 13:07:50.056207","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"423","2022-09-28 13:07:50.056209","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"424","2022-09-28 13:07:50.056210","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"425","2022-09-28 13:07:50.056211","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"426","2022-09-28 13:07:50.056212","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"427","2022-09-28 13:07:50.056213","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"428","2022-09-28 13:07:50.056215","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"429","2022-09-28 13:07:50.056216","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"430","2022-09-28 13:07:50.056298","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=425662 Win=262144 Len=0"
"431","2022-09-28 13:07:50.056327","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"432","2022-09-28 13:07:50.057201","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"433","2022-09-28 13:07:50.057204","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"434","2022-09-28 13:07:50.057205","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"435","2022-09-28 13:07:50.057206","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"436","2022-09-28 13:07:50.057207","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"437","2022-09-28 13:07:50.057209","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"438","2022-09-28 13:07:50.057210","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"439","2022-09-28 13:07:50.057211","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"440","2022-09-28 13:07:50.057242","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=438136 Win=262144 Len=0"
"441","2022-09-28 13:07:50.058642","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"442","2022-09-28 13:07:50.058645","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"443","2022-09-28 13:07:50.058646","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"444","2022-09-28 13:07:50.058647","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"445","2022-09-28 13:07:50.058648","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"446","2022-09-28 13:07:50.058650","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"447","2022-09-28 13:07:50.058651","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"448","2022-09-28 13:07:50.058652","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"449","2022-09-28 13:07:50.058653","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"450","2022-09-28 13:07:50.058654","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"451","2022-09-28 13:07:50.058656","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"452","2022-09-28 13:07:50.058657","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"453","2022-09-28 13:07:50.058658","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"454","2022-09-28 13:07:50.058659","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"455","2022-09-28 13:07:50.058661","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"456","2022-09-28 13:07:50.058662","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"457","2022-09-28 13:07:50.058663","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"458","2022-09-28 13:07:50.058703","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=461698 Win=262144 Len=0"
"459","2022-09-28 13:07:50.058780","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"460","2022-09-28 13:07:50.058809","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=463084 Win=262144 Len=0"
"461","2022-09-28 13:07:50.061113","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"462","2022-09-28 13:07:50.061655","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"463","2022-09-28 13:07:50.061660","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"464","2022-09-28 13:07:50.061661","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"465","2022-09-28 13:07:50.061662","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"466","2022-09-28 13:07:50.061732","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=470014 Win=262144 Len=0"
"467","2022-09-28 13:07:50.061779","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"468","2022-09-28 13:07:50.061782","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"469","2022-09-28 13:07:50.061783","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"470","2022-09-28 13:07:50.061837","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=474172 Win=262144 Len=0"
"471","2022-09-28 13:07:50.063213","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"472","2022-09-28 13:07:50.063219","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"473","2022-09-28 13:07:50.063220","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"474","2022-09-28 13:07:50.063221","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"475","2022-09-28 13:07:50.063222","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"476","2022-09-28 13:07:50.063224","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"477","2022-09-28 13:07:50.063225","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"478","2022-09-28 13:07:50.063226","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"479","2022-09-28 13:07:50.063227","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"480","2022-09-28 13:07:50.063229","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"481","2022-09-28 13:07:50.063230","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"482","2022-09-28 13:07:50.063231","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"483","2022-09-28 13:07:50.063232","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"484","2022-09-28 13:07:50.063234","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"485","2022-09-28 13:07:50.063235","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"486","2022-09-28 13:07:50.063236","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"487","2022-09-28 13:07:50.063237","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"488","2022-09-28 13:07:50.063238","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"489","2022-09-28 13:07:50.063338","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=499120 Win=262144 Len=0"
"490","2022-09-28 13:07:50.065396","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"491","2022-09-28 13:07:50.065402","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"492","2022-09-28 13:07:50.065403","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"493","2022-09-28 13:07:50.065404","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"494","2022-09-28 13:07:50.065406","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"495","2022-09-28 13:07:50.065407","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"496","2022-09-28 13:07:50.065408","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"497","2022-09-28 13:07:50.065409","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"498","2022-09-28 13:07:50.065410","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application DataApplication Data"
"499","2022-09-28 13:07:50.065411","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"500","2022-09-28 13:07:50.065413","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"501","2022-09-28 13:07:50.065414","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"502","2022-09-28 13:07:50.065415","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"503","2022-09-28 13:07:50.065416","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"504","2022-09-28 13:07:50.065417","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"505","2022-09-28 13:07:50.065418","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"506","2022-09-28 13:07:50.065419","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"507","2022-09-28 13:07:50.065420","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"508","2022-09-28 13:07:50.065499","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=524068 Win=262144 Len=0"
"509","2022-09-28 13:07:50.066385","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"510","2022-09-28 13:07:50.066390","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"511","2022-09-28 13:07:50.066391","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"512","2022-09-28 13:07:50.066392","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"513","2022-09-28 13:07:50.066494","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=529612 Win=262144 Len=0"
"514","2022-09-28 13:07:50.070426","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"515","2022-09-28 13:07:50.070431","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"516","2022-09-28 13:07:50.070432","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"517","2022-09-28 13:07:50.070434","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"518","2022-09-28 13:07:50.070435","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"519","2022-09-28 13:07:50.070436","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"520","2022-09-28 13:07:50.070437","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"521","2022-09-28 13:07:50.070439","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"522","2022-09-28 13:07:50.070440","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"523","2022-09-28 13:07:50.070441","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"524","2022-09-28 13:07:50.070442","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"525","2022-09-28 13:07:50.070443","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"526","2022-09-28 13:07:50.070444","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"527","2022-09-28 13:07:50.070463","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"528","2022-09-28 13:07:50.070465","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"529","2022-09-28 13:07:50.070467","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"530","2022-09-28 13:07:50.070468","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"531","2022-09-28 13:07:50.070523","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=553174 Win=262144 Len=0"
"532","2022-09-28 13:07:50.071545","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"533","2022-09-28 13:07:50.071549","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"534","2022-09-28 13:07:50.071550","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"535","2022-09-28 13:07:50.071551","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"536","2022-09-28 13:07:50.071553","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"537","2022-09-28 13:07:50.071554","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1440","Application Data[TCP segment of a reassembled PDU]"
"538","2022-09-28 13:07:50.071555","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"539","2022-09-28 13:07:50.071556","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"540","2022-09-28 13:07:50.071557","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"541","2022-09-28 13:07:50.071558","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"542","2022-09-28 13:07:50.071560","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"543","2022-09-28 13:07:50.071561","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"544","2022-09-28 13:07:50.071562","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"545","2022-09-28 13:07:50.071919","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=571192 Win=262144 Len=0"
"546","2022-09-28 13:07:50.071964","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","1064","Application Data"
"547","2022-09-28 13:07:50.072102","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=6078 Ack=572202 Win=262144 Len=0"
"548","2022-09-28 13:07:50.081833","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","174","Application Data"
"549","2022-09-28 13:07:50.081834","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","174","Application Data"
"550","2022-09-28 13:07:50.083968","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","493","Application Data"
"551","2022-09-28 13:07:50.084062","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","188","Application Data"
"552","2022-09-28 13:07:50.084122","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","187","Application Data"
"553","2022-09-28 13:07:50.085282","csweb1.cs.uchicago.edu","10.152.5.30","TCP","56","443 > 56064 [ACK] Seq=572202 Ack=6318 Win=64128 Len=0"
"554","2022-09-28 13:07:50.085864","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"555","2022-09-28 13:07:50.085867","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"556","2022-09-28 13:07:50.085869","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"557","2022-09-28 13:07:50.085870","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"558","2022-09-28 13:07:50.085871","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"559","2022-09-28 13:07:50.085872","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"560","2022-09-28 13:07:50.085917","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=7024 Ack=580518 Win=4185920 Len=0"
"561","2022-09-28 13:07:50.085939","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","[TCP Window Update] 56064 > 443 [ACK] Seq=7024 Ack=580518 Win=4194240 Len=0"
"562","2022-09-28 13:07:50.085958","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"563","2022-09-28 13:07:50.085960","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"564","2022-09-28 13:07:50.085962","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"565","2022-09-28 13:07:50.085995","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=7024 Ack=584676 Win=4194240 Len=0"
"566","2022-09-28 13:07:50.086288","10.152.5.30","csweb1.cs.uchicago.edu","TLSv1.2","97","Application Data"
"567","2022-09-28 13:07:50.086315","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"568","2022-09-28 13:07:50.086318","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"569","2022-09-28 13:07:50.086348","10.152.5.30","csweb1.cs.uchicago.edu","TCP","54","56064 > 443 [ACK] Seq=7067 Ack=587448 Win=4194240 Len=0"
"570","2022-09-28 13:07:50.087050","csweb1.cs.uchicago.edu","10.152.5.30","TLSv1.2","965","Application Data"
"571","2022-09-28 13:07:50.087052","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"572","2022-09-28 13:07:50.087053","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
"573","2022-09-28 13:07:50.087054","csweb1.cs.uchicago.edu","10.152.5.30","TCP","1440","[TCP segment of a reassembled PDU]"
